,parent,child,lambda_val,child_size
2204,5821,2327,0.06772812829182448,1
2205,5821,3202,0.06772812829182448,1
2206,5821,3731,0.06772812829182448,1
2207,5821,1731,0.06772812829182448,1
2208,5821,3029,0.06772812829182448,1
2209,5821,1335,0.06772812829182448,1
2210,5821,3115,0.06772812829182448,1
2211,5821,3650,0.06772812829182448,1
2212,5821,1763,0.06772812829182448,1
2213,5821,1466,0.06772812829182448,1
2214,5821,1290,0.06772812829182448,1
2215,5821,1208,0.06772812829182448,1
2216,5821,1425,0.06773072204151634,1
2217,5821,900,0.06775939603101364,1
2218,5821,1255,0.06779439413618862,1
2219,5821,3703,0.06779439413618862,1
2220,5821,3663,0.06779439413618862,1
2221,5821,275,0.0678238955442945,1
2222,5821,4285,0.0678238955442945,1
2223,5821,5603,0.0678238955442945,1
2224,5821,1013,0.06782534134266853,1
2225,5821,5823,0.0678768545957311,3580
2226,5821,5824,0.0678768545957311,17
2227,5823,2626,0.06788146951702047,1
2228,5824,3119,0.07103092889710845,1
2229,5823,4462,0.0678832013817661,1
2230,5823,622,0.0678832013817661,1
2231,5824,1518,0.07113326425221798,1
2232,5824,3059,0.07113326425221798,1
2233,5824,1492,0.07113326425221798,1
2234,5824,3176,0.07113326425221798,1
2235,5824,1018,0.07113326425221798,1
2236,5824,968,0.07113326425221798,1
2237,5824,2127,0.07113326425221798,1
2238,5824,1812,0.07113326425221798,1
2239,5824,2176,0.07113326425221798,1
2240,5824,3253,0.07113326425221798,1
2241,5824,2590,0.07113326425221798,1
2242,5824,2994,0.07113326425221798,1
2243,5824,2246,0.07113326425221798,1
2244,5824,2850,0.07113326425221798,1
2245,5824,3012,0.07113326425221798,1
2246,5824,1010,0.07113326425221798,1
2247,5823,2714,0.06788368813309915,1
2248,5823,2755,0.06788692328732891,1
2249,5823,2956,0.06791057665371895,1
2250,5823,1078,0.06792316382029728,1
2251,5823,2677,0.06794457366576578,1
2252,5823,3627,0.06795807658006603,1
2253,5823,304,0.06796107738043884,1
2254,5823,4725,0.06796107738043884,1
2255,5823,5353,0.06796107738043884,1
2256,5823,4150,0.06796107738043884,1
2257,5823,4990,0.06796107738043884,1
2258,5823,5500,0.06796910473498018,1
2259,5823,4343,0.06796910473498018,1
2260,5823,694,0.06796910473498018,1
2261,5823,45,0.06796910473498018,1
2262,5823,4528,0.06796910473498018,1
2263,5823,5035,0.06796910473498018,1
2264,5823,3913,0.06796910473498018,1
2265,5823,4778,0.06796910473498018,1
2266,5823,3613,0.06797062041357177,1
2267,5823,1410,0.06797387643682148,1
2268,5823,2967,0.06797387643682148,1
2269,5823,2293,0.06802847235426247,1
2270,5823,2017,0.06802847235426247,1
2271,5823,2452,0.06802847235426247,1
2272,5823,1666,0.06805658414446324,1
2273,5823,1825,0.06805658414446324,1
2274,5823,50,0.06808077036361272,1
2275,5823,699,0.06808077036361272,1
2276,5823,3919,0.06808077036361272,1
2277,5823,5785,0.06808077036361272,1
2278,5823,4534,0.06808077036361272,1
2279,5823,5404,0.06808077036361272,1
2280,5823,445,0.06809577727646993,1
2281,5823,1122,0.06813157683943051,1
2282,5823,3325,0.06813189650785548,1
2283,5823,1450,0.06814291571141627,1
2284,5823,3307,0.06814634831661343,1
2285,5823,929,0.06814634831661343,1
2286,5823,3575,0.06814634831661343,1
2287,5823,3187,0.06816670195147562,1
2288,5823,3739,0.06816838443559974,1
2289,5823,3614,0.0682131692769125,1
2290,5823,3103,0.06823238037119811,1
2291,5823,1914,0.0682345066592941,1
2292,5823,3065,0.0682345066592941,1
2293,5823,2149,0.06824456226994587,1
2294,5823,268,0.06824718891805784,1
2295,5823,1870,0.0682489055922091,1
2296,5823,3271,0.0682489055922091,1
2297,5823,1826,0.0682489055922091,1
2298,5823,3796,0.06825189286733198,1
2299,5823,2704,0.06825422232936774,1
2300,5823,2948,0.06827037356172035,1
2301,5823,3608,0.06827748224762745,1
2302,5823,3620,0.06827748224762745,1
2303,5823,2002,0.06828170363790562,1
2304,5823,2781,0.06829660014252473,1
2305,5823,5825,0.06829720998555147,3484
2306,5823,5826,0.06829720998555147,35
2307,5825,4082,0.0683088825076768,1
2308,5825,228,0.0683088825076768,1
2309,5826,1976,0.06842960310637444,1
2310,5825,3341,0.06831411376803667,1
2311,5826,1981,0.06901618566417073,1
2312,5826,1034,0.06901618566417073,1
2313,5826,3808,0.06901618566417073,1
2314,5826,943,0.06901618566417073,1
2315,5826,3653,0.06901618566417073,1
2316,5826,1490,0.06901618566417073,1
2317,5826,1069,0.06901618566417073,1
2318,5826,3680,0.06901618566417073,1
2319,5826,1358,0.06901618566417073,1
2320,5826,1531,0.06901618566417073,1
2321,5826,1986,0.06901618566417073,1
2322,5826,3785,0.06901618566417073,1
2323,5826,1408,0.06901618566417073,1
2324,5825,1017,0.06835311126622688,1
2325,5825,3395,0.06835311126622688,1
2326,5826,1019,0.07172823447952492,1
2327,5826,3368,0.07172823447952492,1
2328,5825,3263,0.06835332534316786,1
2329,5826,633,0.07269209927353949,1
2330,5826,3480,0.07269209927353949,1
2331,5825,1744,0.06835901171120314,1
2332,5826,3865,0.07296820471770364,1
2333,5826,693,0.07296820471770364,1
2334,5826,639,0.07296820471770364,1
2335,5826,5415,0.07296820471770364,1
2336,5826,4483,0.07296820471770364,1
2337,5826,3826,0.07296820471770364,1
2338,5826,1105,0.07296820471770364,1
2339,5826,517,0.07296820471770364,1
2340,5826,5409,0.07296820471770364,1
2341,5826,4527,0.07296820471770364,1
2342,5826,4831,0.07296820471770364,1
2343,5826,4478,0.07296820471770364,1
2344,5826,389,0.07296820471770364,1
2345,5826,4360,0.07296820471770364,1
2346,5826,5041,0.07296820471770364,1
2347,5826,5566,0.07296820471770364,1
2348,5826,4230,0.07296820471770364,1
2349,5825,2953,0.06836113030062507,1
2350,5825,2561,0.06837331522023266,1
2351,5825,1093,0.06839493501924104,1
2352,5825,1388,0.06839493501924104,1
2353,5825,407,0.06841205234231112,1
2354,5825,4244,0.06841205234231112,1
2355,5825,5340,0.06841205234231112,1
2356,5825,3219,0.06845873046506241,1
2357,5825,3828,0.06858836235470933,1
2358,5825,1735,0.06859439699960158,1
2359,5825,3114,0.06859439699960158,1
2360,5825,2762,0.0685972906935651,1
2361,5825,1367,0.06859960230196048,1
2362,5825,3668,0.06864162015112141,1
2363,5825,2513,0.0686513462084644,1
2364,5825,3700,0.06865399634164722,1
2365,5825,3287,0.06865399634164722,1
2366,5825,2992,0.06865399634164722,1
2367,5825,2844,0.06865399634164722,1
2368,5825,2203,0.06865399634164722,1
2369,5825,2356,0.06865399634164722,1
2370,5825,2999,0.06865399634164722,1
2371,5825,4387,0.06866132868079884,1
2372,5825,5298,0.06866132868079884,1
2373,5825,2944,0.06870022089420136,1
2374,5825,2720,0.06870694737250901,1
2375,5825,3669,0.06872534488508182,1
2376,5825,3691,0.06873666325117464,1
2377,5825,1163,0.06875380659435495,1
2378,5825,1138,0.06876177467272276,1
2379,5825,3113,0.06880035912686759,1
2380,5825,2096,0.06881944313052385,1
