,parent,left_child,right_child,distance,size
1289,7087,4730.0,5617.0,9.410175800367309,2.0
1290,7088,7014.0,4823.0,9.412178618897668,4.0
1291,7089,6728.0,6269.0,9.413167795407302,5.0
1292,7090,2850.0,3012.0,9.41408719900772,2.0
1293,7091,7073.0,7038.0,9.41612415544263,120.0
1294,7092,6845.0,6507.0,9.41670379246548,8.0
1295,7093,5653.0,3917.0,9.417158786106842,2.0
1296,7094,5508.0,5278.0,9.417273927692266,2.0
1297,7095,7063.0,7080.0,9.418575272311582,235.0
1298,7096,6375.0,6655.0,9.418913202846703,4.0
1299,7097,6070.0,6602.0,9.419165447016468,6.0
1300,7098,2674.0,2887.0,9.419731574983814,2.0
1301,7099,5004.0,4649.0,9.422425466080162,2.0
1302,7100,7095.0,4743.0,9.42624708855508,236.0
1303,7101,4493.0,4935.0,9.426372469837341,2.0
1304,7102,5586.0,5528.0,9.427863548981565,2.0
1305,7103,6136.0,928.0,9.428616513141408,3.0
1306,7104,5494.0,3974.0,9.42956482182026,2.0
1307,7105,5186.0,3987.0,9.43124028717592,2.0
1308,7106,4921.0,5023.0,9.435345380703874,2.0
1309,7107,7091.0,314.0,9.437077507463673,121.0
1310,7108,5448.0,4701.0,9.441806305922837,2.0
1311,7109,5239.0,5112.0,9.44390509137336,2.0
1312,7110,4146.0,5013.0,9.4447638984976,2.0
1313,7111,4387.0,5298.0,9.445038532872038,2.0
1314,7112,1451.0,3285.0,9.447823586622027,2.0
1315,7113,3801.0,1399.0,9.45097375201804,2.0
1316,7114,4120.0,5753.0,9.45253609931537,2.0
1317,7115,4293.0,5378.0,9.452832994941224,2.0
1318,7116,7017.0,4752.0,9.455389361041732,17.0
1319,7117,7100.0,6654.0,9.457763869494656,238.0
1320,7118,7053.0,6816.0,9.458074529616965,36.0
1321,7119,5449.0,4710.0,9.460944840659389,2.0
1322,7120,3891.0,5775.0,9.461190480761463,2.0
1323,7121,4592.0,4845.0,9.461396954881279,2.0
1324,7122,7117.0,6339.0,9.462483471688389,240.0
1325,7123,6787.0,5187.0,9.464133271950349,3.0
1326,7124,316.0,223.0,9.465333140934902,2.0
1327,7125,7054.0,5783.0,9.467903021632665,45.0
1328,7126,7064.0,6861.0,9.470119689469032,18.0
1329,7127,6685.0,94.0,9.47349223652013,3.0
1330,7128,7119.0,3982.0,9.475070631831324,3.0
1331,7129,1168.0,3471.0,9.480315974907473,2.0
1332,7130,7062.0,669.0,9.483196695913433,3.0
1333,7131,7107.0,7067.0,9.4849595266216,123.0
1334,7132,6914.0,6645.0,9.48511221937701,7.0
1335,7133,1957.0,1732.0,9.487313655464973,2.0
1336,7134,5386.0,6056.0,9.496567087658825,3.0
1337,7135,4143.0,5018.0,9.498277743547295,2.0
1338,7136,4365.0,5726.0,9.498598570607749,2.0
1339,7137,3965.0,4993.0,9.504736760773433,2.0
1340,7138,7122.0,617.0,9.505383666346118,241.0
1341,7139,4204.0,5274.0,9.506174624650011,2.0
1342,7140,5199.0,5208.0,9.511781725560798,2.0
1343,7141,7138.0,5711.0,9.511861140490801,242.0
1344,7142,2054.0,2489.0,9.511968831017303,2.0
1345,7143,6977.0,6267.0,9.513673215012616,4.0
1346,7144,7009.0,5374.0,9.515129903756046,8.0
1347,7145,7077.0,4736.0,9.51616723070516,9.0
1348,7146,6478.0,2611.0,9.525749101581754,4.0
1349,7147,7060.0,6396.0,9.531484120230685,4.0
1350,7148,6944.0,5373.0,9.532725906069908,5.0
1351,7149,7118.0,6318.0,9.532935604907156,38.0
1352,7150,6388.0,5540.0,9.534191194087962,3.0
1353,7151,180.0,627.0,9.536600259894374,2.0
1354,7152,2845.0,2750.0,9.537493700604648,2.0
1355,7153,5403.0,5244.0,9.537756344448367,2.0
1356,7154,7131.0,7092.0,9.53819779925342,131.0
1357,7155,563.0,557.0,9.53989671757596,2.0
1358,7156,4622.0,5172.0,9.541431540863787,2.0
1359,7157,6988.0,5426.0,9.544914970973005,17.0
1360,7158,6818.0,6506.0,9.545019072824537,7.0
1361,7159,6934.0,1233.0,9.547301945692292,3.0
1362,7160,315.0,7011.0,9.548437438777833,3.0
1363,7161,7027.0,4548.0,9.548847308789083,16.0
1364,7162,4185.0,5760.0,9.549126682879544,2.0
1365,7163,7141.0,3945.0,9.549500610305701,243.0
1366,7164,7158.0,6998.0,9.552666435224905,15.0
1367,7165,7163.0,5778.0,9.554976281662176,244.0
1368,7166,1617.0,1564.0,9.556025537273326,2.0
1369,7167,4286.0,6990.0,9.56704064493711,3.0
1370,7168,4510.0,5691.0,9.569153647007019,2.0
1371,7169,5978.0,2502.0,9.570058821608905,3.0
1372,7170,4334.0,5127.0,9.572263163586333,2.0
1373,7171,1905.0,2522.0,9.573113810530574,2.0
1374,7172,262.0,817.0,9.574919793557862,2.0
1375,7173,7154.0,5814.0,9.577677836791398,133.0
1376,7174,7173.0,7153.0,9.57985268993845,135.0
1377,7175,6111.0,5042.0,9.579953648938519,5.0
1378,7176,3101.0,2811.0,9.582741171101206,2.0
1379,7177,7165.0,834.0,9.588508606087599,245.0
1380,7178,3998.0,5387.0,9.589085930184073,2.0
1381,7179,4711.0,6786.0,9.589097433662193,6.0
1382,7180,7174.0,6202.0,9.590908267456745,138.0
1383,7181,5234.0,3948.0,9.59097032919585,2.0
1384,7182,6828.0,824.0,9.598693943651499,3.0
1385,7183,7177.0,6604.0,9.59917060292961,247.0
1386,7184,3606.0,2352.0,9.602993010483651,2.0
1387,7185,4991.0,7144.0,9.603198581394325,9.0
1388,7186,7132.0,5407.0,9.603437051681452,8.0
1389,7187,3895.0,5307.0,9.604359972478457,2.0
1390,7188,6061.0,6731.0,9.605375164185718,4.0
1391,7189,7180.0,6749.0,9.607619245052435,140.0
1392,7190,5248.0,3873.0,9.608838520479972,2.0
1393,7191,7074.0,4638.0,9.608842665081623,3.0
1394,7192,6964.0,718.0,9.60944845829766,3.0
1395,7193,6245.0,6830.0,9.613144828690784,4.0
1396,7194,1003.0,967.0,9.614032364438588,2.0
1397,7195,241.0,746.0,9.617089237423896,2.0
1398,7196,1626.0,2441.0,9.61884218108587,2.0
1399,7197,6923.0,4803.0,9.618862295985773,9.0
1400,7198,4773.0,4057.0,9.624275904389807,2.0
1401,7199,6963.0,5739.0,9.624656993585985,6.0
1402,7200,5962.0,3715.0,9.625065243652614,3.0
1403,7201,5648.0,4155.0,9.625406387913827,2.0
1404,7202,7183.0,443.0,9.625623619052336,248.0
1405,7203,6778.0,6739.0,9.626998194666688,8.0
1406,7204,4253.0,5288.0,9.627171562873027,2.0
1407,7205,4725.0,5353.0,9.627394828927718,2.0
1408,7206,7161.0,4447.0,9.629141218392483,17.0
1409,7207,5360.0,4569.0,9.631148141172886,2.0
1410,7208,7143.0,2598.0,9.631834405388553,5.0
1411,7209,15.0,158.0,9.635681449934514,2.0
1412,7210,3090.0,3168.0,9.63790780439101,2.0
1413,7211,6885.0,4472.0,9.638559996465544,9.0
1414,7212,4388.0,5527.0,9.640415344891451,2.0
1415,7213,3509.0,3453.0,9.641869106161929,2.0
1416,7214,7121.0,763.0,9.643613554969786,3.0
1417,7215,7202.0,4978.0,9.644881819100362,249.0
1418,7216,7189.0,585.0,9.645274930079804,141.0
1419,7217,5966.0,49.0,9.64731631610018,3.0
1420,7218,6838.0,6649.0,9.6500460780562,4.0
1421,7219,2373.0,1264.0,9.6504192450031,2.0
1422,7220,7216.0,6960.0,9.653036617102988,143.0
1423,7221,6244.0,7116.0,9.657127549947528,19.0
1424,7222,3968.0,5188.0,9.657850335619305,2.0
1425,7223,1930.0,1765.0,9.65793053668709,2.0
1426,7224,7215.0,6660.0,9.667543624449198,255.0
1427,7225,5123.0,5078.0,9.668270154095172,2.0
1428,7226,4318.0,4777.0,9.670206483992969,2.0
1429,7227,6846.0,6488.0,9.67139175589262,8.0
1430,7228,7197.0,6672.0,9.671861014581399,12.0
1431,7229,6986.0,7164.0,9.67492579391556,19.0
1432,7230,4824.0,3932.0,9.679099431306415,2.0
1433,7231,7126.0,5526.0,9.6793172989537,19.0
1434,7232,2107.0,3275.0,9.683933342042662,2.0
1435,7233,7221.0,6931.0,9.687115963085313,24.0
1436,7234,4081.0,5630.0,9.691082953766323,2.0
1437,7235,459.0,6763.0,9.691761141493036,3.0
1438,7236,6888.0,4372.0,9.692126094528913,3.0
1439,7237,6961.0,827.0,9.692955600698909,8.0
1440,7238,3612.0,3701.0,9.693179120927903,2.0
1441,7239,1409.0,922.0,9.693857765721827,2.0
1442,7240,6718.0,7106.0,9.694219077839518,4.0
1443,7241,1603.0,1761.0,9.695809345491082,2.0
1444,7242,7178.0,681.0,9.699047915801094,3.0
1445,7243,6935.0,768.0,9.699417091848423,3.0
1446,7244,7224.0,4119.0,9.700337961166195,256.0
1447,7245,5068.0,4102.0,9.70171200467615,2.0
1448,7246,7149.0,7155.0,9.70332832531036,40.0
1449,7247,7244.0,6751.0,9.704950790914898,261.0
1450,7248,1897.0,7112.0,9.707243029878253,3.0
1451,7249,7229.0,4490.0,9.708349870966046,20.0
1452,7250,6579.0,6438.0,9.709196264199274,8.0
1453,7251,2123.0,2492.0,9.713503884868777,2.0
1454,7252,742.0,6719.0,9.714085523210898,4.0
1455,7253,7247.0,566.0,9.71517411515487,262.0
1456,7254,1251.0,1359.0,9.719088321308456,2.0
1457,7255,7253.0,7227.0,9.71997575442775,270.0
1458,7256,62.0,462.0,9.722039255496982,2.0
1459,7257,1141.0,7213.0,9.725167939973538,3.0
1460,7258,6896.0,6937.0,9.725762767910759,11.0
1461,7259,3577.0,3529.0,9.727621180068393,2.0
1462,7260,6308.0,3308.0,9.728798153313438,3.0
1463,7261,1187.0,1321.0,9.733517290006041,2.0
1464,7262,7220.0,384.0,9.73487403631299,144.0
1465,7263,7249.0,5365.0,9.736406017406129,21.0
1466,7264,1583.0,2855.0,9.737338987472324,2.0
1467,7265,7175.0,4448.0,9.737836903941917,6.0
1468,7266,5132.0,4996.0,9.743990035333855,2.0
1469,7267,7263.0,4125.0,9.744178452144151,22.0
1470,7268,7262.0,7203.0,9.744481370477416,152.0
1471,7269,2496.0,2635.0,9.746416596495907,2.0
1472,7270,7255.0,7209.0,9.750558297100504,272.0
1473,7271,4561.0,5181.0,9.753060784575927,2.0
1474,7272,1766.0,2494.0,9.753460900105209,2.0
1475,7273,3980.0,5793.0,9.75576176849968,2.0
1476,7274,4422.0,6950.0,9.758124863871195,3.0
1477,7275,2622.0,2591.0,9.76210725081915,2.0
1478,7276,6360.0,537.0,9.764732056872464,3.0
1479,7277,6108.0,739.0,9.765975160927264,3.0
1480,7278,2472.0,6515.0,9.767990018965964,4.0
1481,7279,7270.0,721.0,9.769103514340706,273.0
1482,7280,6835.0,5145.0,9.769153637077684,3.0
1483,7281,6545.0,6589.0,9.76954959593297,4.0
1484,7282,7279.0,6390.0,9.770755859955717,275.0
1485,7283,4029.0,5432.0,9.777373724353541,2.0
1486,7284,2151.0,2543.0,9.781292920534183,2.0
1487,7285,7268.0,7157.0,9.786491207185037,169.0
1488,7286,2575.0,3163.0,9.787935491899239,2.0
1489,7287,7267.0,5688.0,9.795631465476413,23.0
1490,7288,7225.0,4477.0,9.797996927501059,3.0
1491,7289,7208.0,1828.0,9.798935116805822,6.0
1492,7290,6799.0,7233.0,9.800165606554732,29.0
1493,7291,7282.0,7120.0,9.800516812871036,277.0
1494,7292,3883.0,4209.0,9.80181061105911,2.0
1495,7293,6463.0,5672.0,9.804023008239295,3.0
1496,7294,7043.0,451.0,9.806009976451305,5.0
1497,7295,4601.0,5091.0,9.809922117037457,2.0
1498,7296,4362.0,5472.0,9.811930276663867,2.0
1499,7297,6559.0,7206.0,9.819010792510529,19.0
1500,7298,7185.0,4652.0,9.821701831694536,10.0
1501,7299,3989.0,4808.0,9.822989132136083,2.0
1502,7300,6969.0,7150.0,9.823383729423407,5.0
1503,7301,7086.0,4810.0,9.823628344556985,6.0
1504,7302,7297.0,7292.0,9.826077359440456,21.0
1505,7303,7079.0,6447.0,9.826435784669052,12.0
1506,7304,7228.0,7191.0,9.829112798284102,15.0
1507,7305,7101.0,653.0,9.83009730197863,3.0
1508,7306,3959.0,7192.0,9.83128520009874,4.0
1509,7307,6733.0,6576.0,9.833415608369332,4.0
1510,7308,7306.0,7252.0,9.834082174418986,8.0
1511,7309,3899.0,5265.0,9.834519092793848,2.0
1512,7310,417.0,395.0,9.836776106394478,2.0
1513,7311,77.0,61.0,9.840622321788283,2.0
1514,7312,7179.0,4780.0,9.841262358409285,7.0
1515,7313,2612.0,2519.0,9.841974511936064,2.0
1516,7314,4920.0,5060.0,9.844724822393601,2.0
1517,7315,1942.0,1497.0,9.848522952851484,2.0
1518,7316,7308.0,512.0,9.853090720815871,9.0
1519,7317,3914.0,5341.0,9.854624638953624,2.0
1520,7318,7298.0,7273.0,9.856725046314233,12.0
1521,7319,374.0,6398.0,9.862513201769382,3.0
1522,7320,7291.0,787.0,9.862611260970775,278.0
1523,7321,4623.0,4794.0,9.865798349903866,2.0
1524,7322,6797.0,133.0,9.865991863045453,3.0
1525,7323,7285.0,7052.0,9.870094617918568,171.0
1526,7324,7289.0,2772.0,9.870667556649815,7.0
1527,7325,6489.0,6729.0,9.87067142596368,4.0
1528,7326,7323.0,7304.0,9.872403522711641,186.0
1529,7327,4106.0,4976.0,9.876363021040255,2.0
1530,7328,7320.0,7030.0,9.877899816064803,281.0
1531,7329,7152.0,6001.0,9.88270031562195,4.0
1532,7330,7134.0,6981.0,9.887615639345372,7.0
1533,7331,3935.0,4776.0,9.888637041669812,2.0
1534,7332,4423.0,4977.0,9.889876540433276,2.0
1535,7333,722.0,87.0,9.891346818825903,2.0
1536,7334,6287.0,559.0,9.89368739491829,3.0
1537,7335,4314.0,5029.0,9.896149778517522,2.0
1538,7336,7288.0,6995.0,9.897353580350048,18.0
1539,7337,7265.0,4072.0,9.89884088013972,7.0
1540,7338,7294.0,250.0,9.898947224889485,6.0
1541,7339,727.0,342.0,9.899087608122773,2.0
1542,7340,457.0,733.0,9.899356295067431,2.0
1543,7341,1869.0,3241.0,9.901735498911158,2.0
1544,7342,7328.0,6521.0,9.904088022725496,285.0
1545,7343,7326.0,6380.0,9.907313796700711,197.0
1546,7344,5512.0,575.0,9.90770641995422,2.0
1547,7345,4547.0,4983.0,9.90920349207074,2.0
1548,7346,5506.0,5611.0,9.914643613873734,2.0
1549,7347,6897.0,6586.0,9.915976900204104,40.0
1550,7348,7290.0,4944.0,9.918684638635712,30.0
1551,7349,7258.0,7318.0,9.922015402968766,23.0
1552,7350,2733.0,2587.0,9.924709730249974,2.0
1553,7351,6601.0,5150.0,9.92633327881019,4.0
1554,7352,4288.0,446.0,9.926360996296816,2.0
1555,7353,524.0,853.0,9.92688954612806,2.0
1556,7354,2102.0,2506.0,9.929387844613304,2.0
1557,7355,7342.0,6256.0,9.931022075728679,287.0
1558,7356,4047.0,5660.0,9.93181758078456,2.0
1559,7357,2187.0,2281.0,9.932013309198965,2.0
1560,7358,7302.0,6305.0,9.9324275361235,24.0
1561,7359,6817.0,6804.0,9.932618760991552,4.0
1562,7360,2018.0,2348.0,9.932779441958843,2.0
1563,7361,119.0,6585.0,9.933061934414386,3.0
1564,7362,7236.0,4699.0,9.933978499774279,4.0
1565,7363,3226.0,3158.0,9.9362287887233,2.0
1566,7364,6158.0,873.0,9.939338453814425,3.0
1567,7365,5543.0,4112.0,9.939614117071336,2.0
1568,7366,7312.0,6155.0,9.941125972125318,9.0
1569,7367,7355.0,6656.0,9.941282391491297,292.0
1570,7368,6742.0,369.0,9.941860684676415,3.0
1571,7369,6060.0,6902.0,9.946264723811117,6.0
1572,7370,7343.0,7181.0,9.946921214247672,199.0
1573,7371,6292.0,6164.0,9.946996885134826,4.0
1574,7372,4312.0,6773.0,9.948882732126672,3.0
1575,7373,9.0,4948.0,9.950185095076629,2.0
1576,7374,2927.0,7210.0,9.95075564857262,3.0
1577,7375,5924.0,1600.0,9.951527664335522,3.0
1578,7376,1483.0,2542.0,9.952527338634054,2.0
1579,7377,6979.0,391.0,9.954164358079527,3.0
1580,7378,5594.0,4696.0,9.955687466079633,2.0
1581,7379,4929.0,4595.0,9.957478966404642,2.0
1582,7380,3514.0,1136.0,9.958122992788716,2.0
1583,7381,7358.0,7316.0,9.958595114528809,33.0
1584,7382,3913.0,4778.0,9.95885154771481,2.0
1585,7383,4611.0,5642.0,9.965040862541645,2.0
1586,7384,7367.0,6255.0,9.968983864976044,294.0
1587,7385,182.0,784.0,9.96993411469822,2.0
1588,7386,7250.0,5390.0,9.970675407060249,9.0
1589,7387,7301.0,6617.0,9.971227856623795,10.0
1590,7388,6289.0,703.0,9.972784091848187,3.0
1591,7389,3878.0,7373.0,9.97686978163803,3.0
1592,7390,2062.0,2500.0,9.978272565575624,2.0
1593,7391,7337.0,7005.0,9.978488020146086,10.0
1594,7392,4728.0,5121.0,9.980753987654763,2.0
1595,7393,7246.0,6632.0,9.982616039596543,43.0
1596,7394,751.0,6795.0,9.984566897400766,3.0
1597,7395,2178.0,1560.0,9.987668663052158,2.0
1598,7396,7148.0,7368.0,9.988058393051771,8.0
1599,7397,7370.0,6638.0,9.989744978798912,201.0
1600,7398,7384.0,7393.0,9.992962228587897,337.0
1601,7399,3909.0,5316.0,9.993445816000182,2.0
1602,7400,7125.0,6555.0,9.994406754329276,48.0
1603,7401,6700.0,5301.0,9.99478458872192,3.0
1604,7402,5991.0,6444.0,9.996441554972575,6.0
1605,7403,4188.0,6355.0,9.998443519628442,4.0
1606,7404,4245.0,5716.0,9.999064727296616,2.0
1607,7405,270.0,184.0,10.000952364685064,2.0
1608,7406,2320.0,1839.0,10.002100712770583,2.0
1609,7407,4494.0,5469.0,10.002295486893228,2.0
1610,7408,7381.0,356.0,10.002409348420606,34.0
1611,7409,6391.0,662.0,10.00469488582175,3.0
1612,7410,3.0,7190.0,10.005682285295183,3.0
1613,7411,2846.0,2749.0,10.006073160942721,2.0
1614,7412,7300.0,7212.0,10.006723135741233,7.0
1615,7413,798.0,472.0,10.009592527930605,2.0
1616,7414,1544.0,1473.0,10.014469541378114,2.0
1617,7415,1804.0,7072.0,10.015902605402221,3.0
1618,7416,2673.0,6346.0,10.01593215803352,3.0
1619,7417,3703.0,3663.0,10.019452109144028,2.0
1620,7418,5479.0,4142.0,10.022815943437136,2.0
1621,7419,7398.0,7366.0,10.0235362943415,346.0
1622,7420,6921.0,6790.0,10.025333119008772,4.0
1623,7421,5162.0,650.0,10.026500248055829,2.0
1624,7422,2211.0,1472.0,10.030759858712038,2.0
1625,7423,7303.0,7256.0,10.033731422972402,14.0
1626,7424,7374.0,7329.0,10.0347212630406,7.0
1627,7425,2217.0,2406.0,10.039637872508907,2.0
1628,7426,6046.0,1236.0,10.040385155476857,3.0
1629,7427,6174.0,731.0,10.041734921244323,3.0
1630,7428,7211.0,7145.0,10.042601552011108,18.0
1631,7429,1900.0,2210.0,10.043106463296493,2.0
1632,7430,7419.0,5581.0,10.04314887403851,347.0
1633,7431,7391.0,4987.0,10.044032970421314,11.0
1634,7432,7322.0,231.0,10.044325102617186,4.0
1635,7433,2604.0,2940.0,10.048992557108177,2.0
1636,7434,121.0,5848.0,10.050716034242551,3.0
1637,7435,2014.0,2100.0,10.061559914712543,2.0
1638,7436,6530.0,85.0,10.062130533604941,3.0
1639,7437,6336.0,410.0,10.063045780504098,3.0
1640,7438,86.0,6497.0,10.063119000236602,3.0
1641,7439,6517.0,604.0,10.065672809996036,3.0
1642,7440,7182.0,6662.0,10.067577018429901,5.0
1643,7441,5146.0,4091.0,10.071206115357391,2.0
1644,7442,4453.0,5104.0,10.072880793580419,2.0
1645,7443,4359.0,7110.0,10.073305136080695,3.0
1646,7444,6128.0,212.0,10.078045634160874,3.0
1647,7445,690.0,325.0,10.07931581417858,2.0
1648,7446,7347.0,6166.0,10.081315571669888,42.0
1649,7447,4939.0,6633.0,10.083081316708599,3.0
1650,7448,7431.0,6946.0,10.083771759162632,13.0
1651,7449,6839.0,702.0,10.085301979008365,3.0
1652,7450,6631.0,6407.0,10.08554866793546,4.0
1653,7451,664.0,4503.0,10.089031160973146,2.0
1654,7452,5566.0,4230.0,10.09086262946848,2.0
1655,7453,7240.0,7123.0,10.091553724040493,7.0
1656,7454,2510.0,2358.0,10.092799330151442,2.0
1657,7455,4280.0,5020.0,10.096463198767498,2.0
1658,7456,7430.0,7408.0,10.09856399219653,381.0
1659,7457,3977.0,5050.0,10.09896554988433,2.0
1660,7458,7266.0,5367.0,10.101334272480845,3.0
1661,7459,4829.0,4897.0,10.105514214617715,2.0
1662,7460,2.0,804.0,10.107124658007457,2.0
1663,7461,6220.0,5977.0,10.109433049752143,4.0
1664,7462,6794.0,2064.0,10.11031256520272,3.0
1665,7463,1830.0,2829.0,10.110687953244724,2.0
1666,7464,7437.0,698.0,10.111061725728675,4.0
1667,7465,2015.0,2854.0,10.114661926652259,2.0
1668,7466,7397.0,6171.0,10.11564177656825,203.0
1669,7467,5161.0,6429.0,10.116388461877289,3.0
1670,7468,7456.0,6279.0,10.120012637358892,383.0
1671,7469,3213.0,2501.0,10.1208477358967,2.0
1672,7470,4766.0,4087.0,10.121582718451666,2.0
1673,7471,4831.0,4478.0,10.122110281854582,2.0
1674,7472,565.0,6783.0,10.12227908775445,3.0
1675,7473,6670.0,2734.0,10.123000516993033,7.0
1676,7474,7468.0,501.0,10.12785724718292,384.0
1677,7475,7349.0,115.0,10.131525419942012,24.0
1678,7476,7188.0,137.0,10.132945563038659,5.0
1679,7477,4587.0,5238.0,10.138435645563892,2.0
1680,7478,5009.0,4893.0,10.138494219796232,2.0
1681,7479,6258.0,5972.0,10.143373447108525,4.0
1682,7480,6686.0,6013.0,10.143439183223775,4.0
1683,7481,4528.0,5035.0,10.14345799810035,2.0
1684,7482,4085.0,4790.0,10.144251481209515,2.0
1685,7483,6385.0,466.0,10.14549144688723,3.0
1686,7484,7330.0,7412.0,10.146143321760666,14.0
1687,7485,3444.0,3689.0,10.148740338071493,2.0
1688,7486,4556.0,5529.0,10.150278093625309,2.0
1689,7487,7458.0,4420.0,10.15096351919424,4.0
1690,7488,7474.0,7455.0,10.151320876302592,386.0
1691,7489,2717.0,7324.0,10.155241165759406,8.0
1692,7490,3732.0,2215.0,10.155411389428698,2.0
1693,7491,7488.0,6972.0,10.15753580722433,388.0
1694,7492,6570.0,7032.0,10.15793034467456,5.0
1695,7493,3908.0,5747.0,10.158651920957643,2.0
1696,7494,7333.0,612.0,10.159168163445118,3.0
1697,7495,7103.0,7261.0,10.159473499762974,5.0
1698,7496,6372.0,72.0,10.159723441456094,3.0
1699,7497,7159.0,2309.0,10.163429161613868,4.0
1700,7498,333.0,4980.0,10.170054996793267,2.0
1701,7499,7466.0,6473.0,10.170197827933533,205.0
1702,7500,6808.0,1704.0,10.176104626263195,3.0
1703,7501,6283.0,93.0,10.17682912639409,3.0
1704,7502,5001.0,3950.0,10.177499980289406,2.0
1705,7503,6540.0,32.0,10.180115412146149,3.0
1706,7504,6028.0,1034.0,10.182681628569759,3.0
1707,7505,7336.0,7428.0,10.18352674929305,36.0
1708,7506,4504.0,5592.0,10.184372793778971,2.0
1709,7507,3835.0,1120.0,10.185152884487641,2.0
1710,7508,6991.0,7167.0,10.18711980119828,5.0
1711,7509,7491.0,7096.0,10.189383490332691,392.0
1712,7510,1602.0,2394.0,10.192033133201678,2.0
1713,7511,5109.0,4294.0,10.195082671451912,2.0
1714,7512,3244.0,2984.0,10.19603876943185,2.0
1715,7513,7006.0,7446.0,10.198188840303562,50.0
1716,7514,4704.0,5961.0,10.198641617974484,3.0
1717,7515,639.0,7046.0,10.200307156666916,3.0
1718,7516,848.0,6152.0,10.201204416829572,3.0
1719,7517,7505.0,4657.0,10.203687074594432,37.0
1720,7518,7504.0,6606.0,10.204695785047852,7.0
1721,7519,7348.0,5788.0,10.205326994038682,31.0
1722,7520,5741.0,4680.0,10.208203212198331,2.0
1723,7521,7276.0,5902.0,10.209968892344195,5.0
1724,7522,7467.0,4300.0,10.21328455899279,4.0
1725,7523,2398.0,2488.0,10.21572206525393,2.0
1726,7524,6069.0,4748.0,10.218145727088169,3.0
1727,7525,7509.0,7508.0,10.219433103190262,397.0
1728,7526,7525.0,7199.0,10.219448811983145,403.0
1729,7527,3362.0,1133.0,10.221188669393774,2.0
1730,7528,7526.0,7386.0,10.221563311766547,412.0
1731,7529,6910.0,7278.0,10.222340293208987,6.0
1732,7530,6381.0,5138.0,10.225160019394297,4.0
1733,7531,3890.0,5438.0,10.226221643956908,2.0
1734,7532,7194.0,1263.0,10.227041950403635,3.0
1735,7533,7528.0,4781.0,10.227405076151056,413.0
1736,7534,1763.0,1466.0,10.227943237654792,2.0
1737,7535,7533.0,7186.0,10.22916071192175,421.0
1738,7536,7535.0,7447.0,10.230349144656456,424.0
1739,7537,5154.0,264.0,10.231273918049895,2.0
1740,7538,1547.0,2041.0,10.232641146307719,2.0
1741,7539,7536.0,4370.0,10.235821240988955,425.0
1742,7540,7517.0,5639.0,10.235914606457557,38.0
1743,7541,7539.0,7371.0,10.236861305584194,429.0
1744,7542,6618.0,379.0,10.237097008163527,3.0
1745,7543,7499.0,6968.0,10.238685446898556,211.0
1746,7544,3727.0,3492.0,10.242583641003216,2.0
1747,7545,6080.0,1720.0,10.244797559128752,3.0
1748,7546,1458.0,6403.0,10.245953788443618,4.0
1749,7547,2813.0,2891.0,10.246509074508445,2.0
1750,7548,6150.0,6802.0,10.247849415272958,4.0
1751,7549,4240.0,4762.0,10.24946946728403,2.0
1752,7550,1470.0,7512.0,10.253689393491351,3.0
1753,7551,70.0,6191.0,10.255433540549731,3.0
1754,7552,7519.0,6420.0,10.257096972425234,33.0
1755,7553,5097.0,5226.0,10.257435520327528,2.0
1756,7554,6726.0,6668.0,10.257478779611924,9.0
1757,7555,7541.0,6924.0,10.259419479434618,431.0
1758,7556,7089.0,6412.0,10.259773168944555,7.0
1759,7557,7550.0,2961.0,10.263899938407308,4.0
1760,7558,1959.0,1784.0,10.265164141880392,2.0
1761,7559,7540.0,4653.0,10.269385917491405,39.0
1762,7560,7314.0,4739.0,10.272888045526086,3.0
1763,7561,6122.0,1616.0,10.274930606987455,3.0
1764,7562,6114.0,300.0,10.275844769014297,3.0
1765,7563,7222.0,102.0,10.27605706663325,3.0
1766,7564,5615.0,4519.0,10.27713295566894,2.0
1767,7565,2847.0,2753.0,10.278340482480736,2.0
1768,7566,7543.0,601.0,10.27927489265847,212.0
1769,7567,1153.0,942.0,10.279962013075181,2.0
1770,7568,4197.0,357.0,10.280019191181555,2.0
1771,7569,7552.0,4971.0,10.280909843479034,34.0
1772,7570,7555.0,7432.0,10.281752203688574,435.0
1773,7571,4265.0,6850.0,10.281760140999552,4.0
1774,7572,5095.0,5702.0,10.281879048033478,2.0
1775,7573,3562.0,1253.0,10.28208415352337,2.0
1776,7574,79.0,7476.0,10.282283599127434,6.0
1777,7575,7570.0,266.0,10.282555656820557,436.0
1778,7576,4844.0,4635.0,10.284200212555653,2.0
1779,7577,7559.0,6705.0,10.28534551046491,41.0
1780,7578,7364.0,6248.0,10.285765062171114,5.0
1781,7579,4837.0,6529.0,10.285928104427553,3.0
1782,7580,4695.0,4943.0,10.286941151151943,2.0
1783,7581,6535.0,7406.0,10.288294957420373,4.0
1784,7582,3892.0,7478.0,10.293338431273986,3.0
1785,7583,4557.0,3885.0,10.293550042740819,2.0
1786,7584,2937.0,5957.0,10.293921430330235,3.0
1787,7585,7575.0,7124.0,10.29510714608486,438.0
1788,7586,4302.0,5070.0,10.295742069357079,2.0
1789,7587,7226.0,5201.0,10.299051615332024,3.0
1790,7588,7008.0,6894.0,10.302038873974892,7.0
1791,7589,5322.0,6858.0,10.30248036740787,5.0
